keyword,quality_attribute,matched_words,nunique,total_matched
bind,modifiability,"['bindings' 'binding' 'bind' 'bindingkit' 'binds' 'binded' 'bind-mounts'
 'bind-paths' 'bindir' 'bind-time' 'bindingdecl' 'bindcppobject' 'bindata'
 'bindingkey' 'bindinddecl' 'binder' 'bindexplib' 'bindparams' 'bindig'
 'bind-reference' 'binders' 'bind-clause' 'bindingdecls' 'bindablematcher'
 'bindable' 'bindcppobjectnocast' 'bindsdirectly' 'bindarchaction'
 'bindfunction' 'bindloc' 'bindkind' 'bindvalue' 'binddefaultzero'
 'bindingtemporary' 'bindesc' 'bindexpr' 'bindedretnode' 'bindtable'
 'bindid' 'bindvars' 'bindspecialdylib' 'bindstruct' 'bindvector'
 'bindingsyntax' 'binddefaultinitial' 'bindkey' 'bind-arch' 'bindrawptr'
 'bindist' 'bindex' 'bindingid' 'bindstr' 'bindpdf' 'bindingdeclmatcher'
 'bindtaa' 'bindings-side' 'bindkeys' 'bindobject'
 'bindings-pyroot-pythonizations-pyroot-pyz-stl-set'
 'binded-rooabspdf-into-a-rooworkspace']",60,3571
black-box,testability,['black-box'],1,3
bottleneck,performance,"['bottlenecking' 'bottleneck' 'bottlenecks' 'bottleneckanalysis'
 'bottleneck-analysis' 'bottlenecked' 'bottleneck-']",7,175
bridg,integrability,"['bridging' 'bridge' 'bridges' 'bridged' 'bridgeos'
 'bridgecallbasecontext' 'bridge-related' 'bridgable'
 'bridged-cast-expression' 'bridgeable' 'bridget']",11,123
bridg,interoperability,"['bridging' 'bridge' 'bridges' 'bridged' 'bridgeos'
 'bridgecallbasecontext' 'bridge-related' 'bridgable'
 'bridged-cast-expression' 'bridgeable' 'bridget']",11,123
broker,integrability,['broker'],1,28
buffer,integrability,"['buffer-defined' 'buffer' 'buffers' 'buffered' 'buffering'
 'bufferedreader' 'bufferh' 'buffersizeinbytes' 'buffered-image'
 'buffersize' 'bufferless' 'bufferptr' 'buffer-size' 'buffer-usage'
 'buffergeometry' 'bufferload' 'bufferpool' 'bufferpage' 'buffer-less'
 'buffer-boundary' 'bufferempty' 'bufferids' 'bufferread'
 'buffered-image-mode' 'bufferarray' 'bufferextents' 'bufferedfillhelper'
 'buffer-position' 'buffertypes' 'buffer-usage-suggestions' 'bufferend'
 'buffermode' 'bufferview' 'bufferedsize' 'bufferfill' 'bufferattribute'
 'buffer-object' 'bufferoverflowu' 'buffer-overflows' 'buffer-store'
 'buffersizer' 'buffer-based' 'bufferizationops' 'bufferization'
 'bufferize' 'bufferutils' 'bufferizableopinterfaceimpl'
 'bufferviewflowanalysis' 'bufferdeallocation' 'buffer-overflow'
 'bufferallocationcount' 'bufferderefcheck' 'bufferoverlap'
 'buffer-underflow' 'bufferoptimizations' 'buffer-hardening'
 'bufferizationtomemref' 'bufferf' 'bufferizationdialect'
 'bufferresultstooutparams' 'bufferizableopinterface' 'buffertest'
 'buffersmem' 'buffermerger' 'bufferedstacktrace' 'buffer-freeing']",66,9479
build,deployability,"['builds' 'build' 'building' 'build-test' 'build-prereq' 'build-arg'
 'builder' 'builddependencies' 'build-env-' 'builds-' 'build-essential'
 'build-prerunreq' 'build-prereqs' 'build-local' 'buildd' 'builddir'
 'build-and-test' 'build-generated'
 'building-on-an-accelerating-platform-how-deepvariant-uses-intels-avx-'
 'build-debug-locally'
 'building-on-an-accelerating-platform-how-deepvariant-uses-intels-avx-optimizations-'
 'buildfixed' 'build-libdeflate' 'build-fastp' 'build-libisal' 'build-aux'
 'build-' 'buildpairmap' 'build-up' 'buildvector' 'buildoperandmatchinfo'
 'buildlookup' 'buildschedgraph' 'buildhistogram' 'builddeclrefexpr'
 'build-id' 'buildcfg' 'buildmemberreferenceexpr' 'builder-type' 'buildid'
 'buildmlocvaluemap' 'buildoptions' 'buildmi' 'builders' 'builddocument'
 'buildobjcobjecttypeinfo' 'buildoffloadingactions' 'buildindex'
 'buildpackage' 'buildcoroutineframe' 'build-vector' 'buildblocklist'
 'buildfconstant' 'buildinstructionoperandreference' 'buildbad'
 'buildintrinsicop' 'buildaliasoperandreference' 'buildvectoronly'
 'buildflowgraphimpl' 'buildlegend' 'buildaction' 'buildcxxconstructexpr'
 'buildinstr' 'buildconvertedconstantexpression' 'buildconstantaction'
 'buildvsldoi' 'buildcxxdefaultargexpr' 'buildandbook' 'buildbyrefinfo'
 'buildcalltomemberfunction' 'buildrealdata' 'buildconfig'
 'buildqualifiedtype' 'buildanddiagnose' 'buildvectorsdnode'
 'buildnodeinfo' 'buildinvocation' 'buildsubsidiarylikelihood'
 'buildfunctiontype' 'building-root' 'buildrenderdata' 'buildcompilation'
 'buildingmodule' 'buildcapture' 'buildtree' 'buildsystem' 'buildgood'
 'buildbots' 'buildling' 'buildcxxnew' 'buildliteraloperatorcall'
 'buildoverloadedcallexpr' 'buildup' 'buildpointertypeinfo'
 'buildcficheck' 'buildsextorcopy' 'buildlibcalls' 'build-all-debug'
 'build-time' 'buildaccess' 'buildingimplicitmodule'
 'buildvariableinstantiation' 'buildconstant' 'buildargv'
 'buildsecurityin' 'buildold' 'buildwsentrypage' 'buildodrtype'
 'build-depends' 'buildhistograms' 'buildcookedliteraloperatorcall'
 'buildlcmmergepieces' 'builderstate' 'buildanonymousstructor'
 'buildanonymousstructorunion' 'buildcheck' 'buildbot' 'buildvec'
 'buildtypeinfo' 'buildbinop' 'buildbuiltincallexpr' 'buildcomposite'
 'buildstackalignand' 'buildmodulesummaryindex' 'buildidfetcher' 'buildir'
 'buildlambdaexpr' 'buildpreamble' 'buildvmiclasstypeinfo'
 'builddeclarationnameexpr' 'buildschedunits' 'buildvtablepointer'
 'buildaddressspaceattr' 'buildoutlinedframe' 'buildindexonerror'
 'buildrankmap' 'buildvariables' 'builddeclaratorgroup' 'buildivarlayout'
 'buildnetwork' 'build-variant-suffix' 'buildjobsforaction'
 'buildcalloperands' 'buildreaddata' 'buildcalltoobjectofclasstype'
 'buildmaxsamplemap' 'buildsiclasstypeinfo'
 'buildlambdainitcaptureinitialization' 'buildcnf' 'buildmadchain'
 'buildresolvedcallexpr' 'buildcopy' 'buildresolvedcoawaitexpr'
 'buildunresolvedcoawaitexpr' 'buildassumefrominst' 'buildptradd'
 'buildvectorsdnodes' 'buildflowstoundefined' 'buildroottest' 'buildgui'
 'buildactions' 'buildlocationlist' 'buildobjcnumericliteral'
 'buildscopeinformation' 'buildroot' 'buildpointertomembertypeinfo'
 'build-mode-specific' 'buildvplan' 'buildblockbyrefaddress'
 'buildsystemmodule' 'buildglobalvariable' 'buildsdiv' 'buildelementsrn'
 'buildspillloadstore' 'buildthinltodefaultpipeline' 'buildbyrefhelpers'
 'buildobjcboxedexpr' 'build-dir' 'buildtemplateidexpr' 'buildnumber'
 'buildmifunc' 'buildsubaggregate' 'buildblockdescriptor' 'buildnodeinfos'
 'buildmatchers' 'buildcallexpr' 'buildmiaction' 'buildpreambleerror'
 'buildoverloadedbinop' 'buildlookupimpl' 'buildmicrosoftcanonymousstruct'
 'buildvectors' 'buildoverloadedarrowexpr' 'build-vectors' 'buildjobs'
 'buildbyreftype' 'buildinputs' 'buildprefixchars' 'builddependencesets'
 'buildsimilarlyqualifiedpointertype' 'buildcxxforrangestmt' 'buildmem'
 'builddirectory' 'builduniversalactions'
 'buildpossibleimplicitmemberexpr' 'buildcustomstatemachine'
 'buildconditions' 'buildoperandclasses' 'buildmatcher' 'buildidarray'
 'building-block' 'build-systems' 'buildmodel' 'build-failure' 'buildpair'
 'buildregisterclasses' 'builderprintlevelconf' 'buildandpaint'
 'buildcoeff' 'buildsessiontimestamp' 'buildqualifieddeclarationnameexpr'
 'buildvirtualcall' 'buildlikelihood' 'buildglobalblock' 'buildinfo'
 'builddefaultinstruction' 'builddifference' 'buildintersection'
 'buildunion' 'buildhierarchicalcfg' 'buildapplekextvirtualcall'
 'buildbitmap' 'buildvregtodbgvaluemap' 'buildinlinerpipeline'
 'buildswitch' 'buildclassrotinitializer' 'buildmutexid' 'buildtypetrait'
 'buildvplans' 'buildingajit' 'build-ninja' 'build-py' 'build-target'
 'buildcode' 'buildingscene' 'buildastfromcode' 'buildbot-worker'
 'build-c-flags' 'buildingajit-' 'build-prerequisites'
 'buildcalltoanalyticintegral' 'building-up' 'build-proc-stat'
 'build-with-spirv-tools' 'buildxxx' 'buildarg' 'build-type' 'buildcall'
 'buildbot-worker-access-name' 'buildmaster' 'buildinglibcxx'
 'buildsimplegui' 'buildvariant' 'buildingfreebsdwithclang' 'build-mode'
 'build-system' 'building-on-the-command-line' 'buildhost'
 'buildbot-worker-access-password' 'buildbot-worker-root-directory'
 'build-project' 'build-xcode-toolchain' 'build-generator'
 'buildpermoduledefaultpipeline' 'buildingadistribution'
 'build-configuration' 'building-fuzzers' 'buildattribute' 'build-llvm'
 'buildmodule' 'build-instructions' 'buildmasters' 'build-it'
 'build-generator-platform' 'build-generator-toolset' 'build-options'
 'buildemulatedrealdata' 'build-clang' 'buildtrees' 'buildtype' 'buildfw'
 'build-release' 'build-any-ib' 'build-ubuntu' 'build-clang-asan-debug'
 'build-stage' 'build-foo' 'build-root-desktop-debug' 'buildlambdastring'
 'build-clang-asan' 'build-problem-with-xrootd-on-root-' 'build-err'
 'build-out' 'buildeventvector' 'buildsummary' 'buildlogs' 'builds-no-'
 'build-debug-mode-root' 'build-root-' 'builds-with-clang-and-lld'
 'build-error-in-debian-bullseye' 'building-blocks-release-notes'
 'building-root-with-standard-set-to-c-' 'build-nobrotli' 'build-critic'
 'building-' 'buildprimitives' 'buildins' 'buildready'
 'build-root-serialization' 'buildcache' 'buildtool' 'buildscopeproxydict'
 'build-doxygen-from-cmake-script' 'build-asan-clang'
 'build-type-specific' 'build-locally' 'buildsystems'
 'build-environment-updates' 'buildreturnstmt' 'build-from-source'
 'build-of-' 'buildabsorptionlengthvector' 'build-cling-clang' 'buildable'
 'build-relwithdebinfo' 'building-system-pch-with-cppyys-root-on-android'
 'build-ifueiwd'
 'build-from-source-error-rint-pcm-is-out-of-date-cannot-read-module-signature'
 'buildpdf' 'buildloopbegin' 'building-webgui-requires-http'
 'buildcppclassbases' 'build-root' 'build-new' 'build-in'
 'build-error-in-the-' 'build-rootsys' 'build-with-miniconda-python-'
 'build-artifacts' 'build-related' 'building-cling-dll-from-source-code'
 'buildmoduleinclude' 'building-from-source-root-' 'buildsplinepdf'
 'build-config' 'build-failed-on-macos-' 'build-missing-files' 'buildding'
 'building-root-from-source'
 'build-from-source-with-option-dbuiltin-cfitsio'
 'building-application-using-externalproject-add-on-'
 'buildlegend-takes-ages-with-tgraph-with-many-points'
 'builddynamicexprinfo' 'build-asserts-' 'building-manually'
 'building-blocks-library-and-' 'build-logs' 'build-node'
 'build-asan-debug-clang' 'builddata' 'buildsbybranch' 'build-debug'
 'buildimt' 'build-cuda' 'buildname' 'buildtools' 'buildutils'
 'build-asan' 'build-isolation' 'build-depend' 'buildversion'
 'build-dctcyvz' 'build-snapshot' 'build-ins' 'buildimp'
 'buildcxxtypeconstructexpr' 'build-asserts-clang' 'build-cling'
 'building-for-' 'build-inputs' 'build-use-case' 'buildtest'
 'build-servers' 'builddictionary' 'buildconfiguration'
 'buildcxxfunctionalcastexpr' 'buildtmp' 'buildinclude'
 'building-failed-after-upgrade-to-mac-os-'
 'building-blocks-system-requirements' 'buildingthe' 'build-macos'
 'build-log' 'building-specific-branches' 'buildpath' 'build-stuck'
 'building-starlight' 'build-linux' 'builddirectoryfile'
 'building-root-at-xrootd' 'building-blocks-developer-reference' 'buildds'
 'buildoption' 'builddep' 'building-the-docs'
 'building-the-balanced-cell-graph' 'building-blocks' 'builder-inited'
 'build-requires' 'buildreference' 'build-test-results-tab'
 'build-tracker-' 'buildclustertree' 'build-architecture' 'build-date'
 'build-origin' 'build-path' 'build-bot' 'build-tools']",430,40879
cach,performance,"['cache' 'caching' 'cached' 'cachecopy' 'caches' 'cachetools' 'cachedir'
 'cachekey' 'cached-property' 'cachefactory' 'cachedb' 'cachedcount'
 'cachedduration' 'cacheobject' 'cachealpha' 'cache-packet' 'cacheline'
 'cachelist' 'cachesize' 'cachedonly' 'cachevalidentries' 'cacheread'
 'cacheptrty' 'cachedfit' 'cachehash' 'cachinglex' 'cache-policy'
 'cachecost' 'cacheoffreezes' 'cache-and-track' 'cache-line' 'cache-miss'
 'cachedregisterpressure' 'cachedtokens' 'cacheinfo' 'cachedhashstring'
 'cachedhashstringref' 'cachety' 'cachedsource' 'cachedbranches'
 'cachepruningpolicy' 'cache-control' 'cache-path' 'cacheentries'
 'cachepruning' 'cachefailure' 'cache-directed' 'cacheend'
 'cacheentrypath' 'cacheentry' 'cachecontrol' 'cachedcompletiontypes'
 'cachestream' 'cache-and-tracked' 'cachepolicy' 'cachen' 'cacheauxinfo'
 'cachingvpexpander' 'cache-friendly' 'cachemisses' 'cacheargs'
 'cachetype' 'cachedgainlr' 'cachedgainrl' 'cachedname' 'cachelinebytes'
 'cachepath' 'cacheandtrack' 'cachelinestep' 'cacheable' 'cache-to-packet'
 'cacheit' 'cachedentry' 'cachepdf' 'cache-optimized'
 'cachedfilesystementry' 'cachefile' 'cache-coherency' 'cachereuse'
 'cacheobs' 'cacheelem' 'cachedattributes' 'cacheduniforms' 'cacheability'
 'cachedlexpos' 'cacheddirs' 'cache-replacement' 'cachefail'
 'cachedrttiarg' 'cachedrttimode' 'cache-based' 'cacheelement'
 'cache-efficient' 'cachedintegral' 'cache-coherent'
 'cachednonlocalpointerinfo' 'cachce' 'cachesz' 'cacheck'
 'cachedfilestream' 'cachedfunctionscope' 'cacheing' 'cachelengths'
 'cachefailures' 'cache-owner' 'cacheowner' 'cachedshadows' 'cache-aware'
 'cachedkernel' 'cachedfilecontents' 'cachelinesize' 'cachemetrics'
 'cache-dir' 'cache-entry' 'cache-line-aligned'
 'caching-with-kaleidoscope' 'cache-timing' 'cacheparser' 'cachedmem'
 'cache-less' 'cache-perfstattest' 'cache-' 'cache-variable' 'cache-state'
 'cache-perfstattest-libevent-build'
 'caching-dependencies-to-speed-up-workflows'
 'cacheread-with-given-local-file-name-to-overwrite-local-file-on-many-file-reads'
 'cachingopt' 'cache-related' 'cachedntuple' 'cachedoclusterprefetch'
 'cache-unfriendly' 'cache-testcache' 'cache-toosmall'
 'caching-and-performance-compared-to-pandas' 'cache-manager'
 'cache-and-tracking' 'cache-size-on-windows' 'cache-hits'
 'cache-friendliness' 'cache-debug' 'cache-ing' 'cachedproperty'
 'cached-property-' 'cachdir' 'cachedaccessor'
 'cachecontrol-with-filecache' 'cache-scanpy' 'cachetools-'
 'cachecontrol-']",150,7722
canary,deployability,['canary'],1,16
cancel,usability,"['cancel' 'canceled' 'canceling' 'cancellation' 'canceleddirective'
 'cancelflag' 'cancelled' 'cancelling' 'cancels' 'cancellable'
 'cancelregion' 'cancelscheduling' 'cancelation' 'cancel-button'
 'cancel-points' 'cancellations' 'cancelspecialinputmode' 'cancel-related'
 'cancelpoint' 'cancellationtests']",20,544
carbon,energy efficiency,['carbon'],1,13
certif,security,"['certificates' 'certifi' 'certificate' 'certified' 'certificatefix'
 'certifying' 'certificates-mozilla' 'certificates-' 'certifi-']",9,1036
chang environ,modifiability,['changing environment'],1,1
chang system,modifiability,['changing system'],1,2
charg,energy efficiency,['charge' 'charging' 'charged' 'charges' 'charged-current'],5,313
checkpoint,availability,"['checkpoint' 'checkpointing' 'checkpoints' 'checkpointed' 'checkpoint-'
 'checkpointsaverhook' 'checkpoint-first' 'checkpointreader'
 'checkpointerescape' 'checkpointeeinitialization'
 'checkpointerconversion' 'checkpointertypesforassignment' 'checkpointer'
 'checkpointinfo']",14,473
checkpoint,reliability,"['checkpoint' 'checkpointing' 'checkpoints' 'checkpointed' 'checkpoint-'
 'checkpointsaverhook' 'checkpoint-first' 'checkpointreader'
 'checkpointerescape' 'checkpointeeinitialization'
 'checkpointerconversion' 'checkpointertypesforassignment' 'checkpointer'
 'checkpointinfo']",14,473
checksum,security,"['checksum' 'checksums' 'checksummed' 'checksumadjustment' 'checksumming'
 'checksumkind' 'checksuminfo' 'checksumflag' 'checksum-icc']",9,650
clarit,usability,['clarity'],1,77
clear,usability,"['clear' 'clearly' 'clearer' 'clearing' 'clears' 'cleared' 'clearerr'
 'clearimpliedbits' 'clearemat' 'clearbitsinmask' 'clearhighlighted'
 'clearglobalmappingsfrommodule' 'clearmustcleanupbits'
 'clearsectionsvalid' 'cleartofrommember' 'clearregs' 'clearfunctions'
 'clearances' 'cleared--that' 'clearproxiedobjects' 'clearkillflags'
 'cleardsolocalondeclarations' 'clearance' 'clearonredirect'
 'clearvirtregs' 'clearvaluedirty' 'clear-text' 'cleartable' 'clear-color'
 'clearparent' 'clearviewport' 'clearscan' 'clearssuperregs'
 'clearwaterforest' 'cleareven' 'cleararea' 'clearcolor' 'clearnodecache'
 'clearmemconstraint' 'clearstate' 'clearanddispose'
 'clearcacheonserverredirect' 'clearhist' 'clearmetadata'
 'clearallglobalmappings' 'cleardiagclient' 'clearsoverflowflag'
 'clearall' 'clearbb' 'clearform' 'clearisemitted' 'clearkillinfo'
 'cleartracks' 'clearunderflowandoverflow' 'clearerrors' 'cleargc'
 'cleare' 'clearrange' 'cleardataset' 'clearhighlight' 'clearflag'
 'cleardies' 'clearning' 'clearoutputfiles' 'clearhandlerblocks' 'clearin'
 'clearnclassevents' 'clearsysincfiles' 'clearusers' 'clearwindow'
 'clearresults' 'clearrect' 'clearhashtable' 'cleargraphattrs'
 'clearselectionrules' 'clearbitsnotinmask' 'clearbit' 'clear-bolt-fdata'
 'clearpackage' 'clearest' 'clear-profraw' 'clearresources' 'clearflags'
 'clear-dtrace-logs' 'clearpackages' 'clear-profile-data'
 'clear-ast-before-backend' 'clearonclose' 'clearshown' 'clearprimitives'
 'clearpadsave' 'clearexportkeys' 'clearfilter' 'clearcounter' 'clearity']",95,4857
client-serv,interoperability,['client-server'],1,41
clock,energy efficiency,"['clock' 'clockhand' 'clockwise' 'clockpoints' 'clockseq' 'clocks'
 'clock-source' 'clocknow' 'clocking' 'clockeq' 'clock-gettime' 'clockid']",12,314
close,usability,"['close' 'closes' 'closest' 'closed' 'closely' 'closer' 'closest-truth'
 'closeall' 'closegeometry' 'closewindow' 'closedir' 'closeness'
 'closeregion' 'close-by' 'closelibrary' 'closebrace' 'closepath'
 'closeembeddedps' 'closefolders' 'closefiles' 'close-brace' 'closerwater'
 'closeprogressdialog' 'closescene' 'closedisplay' 'closenode'
 'closecomposite' 'closestsucc' 'closedi' 'closestsubprogram' 'closeshape'
 'closely-related' 'closemenus' 'closed-out' 'closestreamerinforootfile'
 'closed-source' 'closed-interval' 'closen' 'closesrequiresclause'
 'closed-form' 'closehandle' 'closeable' 'closeinsnrange' 'close-and-fill'
 'closedbothends' 'closefn' 'closeintv' 'closetab' 'closedobjects'
 'closed-path' 'close-to' 'closesthit' 'closed-path-header' 'closedfiles'
 'closeit' 'closed-reopened' 'closedchannelexception'
 'close-to-production' 'close-out' 'close-figs' 'closedpoolerror']",61,5546
